
gpu_avida_oe | device=cuda | TARGET-FREE edge-of-chaos | N=12288 P=28 gens=1000

  WATCH: which functions evolve target-free (match=[...]). KNOWN (+,^,shift) = ceiling holds; an unidentified
  structured map = evidenceable-but-unprovable novelty. Then INSPECT runs_pod/avida_oe top organisms.

  gen     0: best=0.748 mean=0.000 edge=0.54 match=['a-1'] | first_match={'a-1': 0, 'a': 0, 'b': 0} [1s]
  gen    10: best=4.267 mean=2.410 edge=0.99 match=[] nearest=a<<1@0.629 | first_match={'a-1': 0, 'a': 0, 'b': 0} [4s]
  gen    20: best=4.780 mean=2.603 edge=1.00 match=[] nearest=a*a@0.547 | first_match={'a-1': 0, 'a': 0, 'b': 0} [8s]
  gen    30: best=4.884 mean=2.785 edge=0.92 match=[] nearest=0xFFFF@0.7 | first_match={'a-1': 0, 'a': 0, 'b': 0} [12s]
  gen    40: best=5.194 mean=2.894 edge=1.00 match=[] nearest=(a&b)<<1@0.644 | first_match={'a-1': 0, 'a': 0, 'b': 0} [16s]
  gen    50: best=5.194 mean=3.092 edge=1.00 match=[] nearest=(a&b)<<1@0.644 | first_match={'a-1': 0, 'a': 0, 'b': 0} [20s]
  gen    60: best=5.200 mean=3.368 edge=1.00 match=[] nearest=0xFFFF@0.762 | first_match={'a-1': 0, 'a': 0, 'b': 0} [24s]
  gen    70: best=5.169 mean=3.504 edge=1.00 match=[] nearest=0xFFFF@0.762 | first_match={'a-1': 0, 'a': 0, 'b': 0} [28s]
  gen    80: best=5.200 mean=3.524 edge=1.00 match=[] nearest=a^b@0.769 | first_match={'a-1': 0, 'a': 0, 'b': 0} [32s]
  gen    90: best=5.166 mean=3.587 edge=1.00 match=[] nearest=(a&b)<<1@0.644 | first_match={'a-1': 0, 'a': 0, 'b': 0} [36s]
  gen   100: best=5.200 mean=3.440 edge=1.00 match=[] nearest=a^b@0.769 | first_match={'a-1': 0, 'a': 0, 'b': 0} [40s]
  gen   110: best=5.200 mean=3.576 edge=1.00 match=[] nearest=0xFFFF@0.754 | first_match={'a-1': 0, 'a': 0, 'b': 0} [44s]
  gen   120: best=5.194 mean=3.684 edge=1.00 match=[] nearest=0xFFFF@0.561 | first_match={'a-1': 0, 'a': 0, 'b': 0} [48s]
  gen   130: best=5.200 mean=3.626 edge=1.00 match=[] nearest=a^b@0.769 | first_match={'a-1': 0, 'a': 0, 'b': 0} [51s]
  gen   140: best=5.200 mean=3.710 edge=1.00 match=[] nearest=a^b@0.769 | first_match={'a-1': 0, 'a': 0, 'b': 0} [55s]
  gen   150: best=5.196 mean=3.724 edge=1.00 match=[] nearest=(a+b)>>1@0.566 | first_match={'a-1': 0, 'a': 0, 'b': 0} [59s]
  gen   160: best=5.196 mean=3.712 edge=1.00 match=[] nearest=(a+b)>>1@0.566 | first_match={'a-1': 0, 'a': 0, 'b': 0} [63s]
  gen   170: best=5.199 mean=3.639 edge=1.00 match=[] nearest=0xFFFF@0.688 | first_match={'a-1': 0, 'a': 0, 'b': 0} [67s]
  gen   180: best=5.200 mean=3.787 edge=1.00 match=[] nearest=a^b@0.769 | first_match={'a-1': 0, 'a': 0, 'b': 0} [71s]
  gen   190: best=5.200 mean=3.762 edge=1.00 match=[] nearest=a^b@0.769 | first_match={'a-1': 0, 'a': 0, 'b': 0} [75s]
  gen   200: best=5.200 mean=3.668 edge=1.00 match=[] nearest=a^b@0.769 | first_match={'a-1': 0, 'a': 0, 'b': 0} [79s]
  gen   210: best=5.200 mean=3.806 edge=1.00 match=[] nearest=0xFFFF@0.762 | first_match={'a-1': 0, 'a': 0, 'b': 0} [83s]
  gen   220: best=5.200 mean=3.654 edge=1.00 match=[] nearest=0xFFFF@0.762 | first_match={'a-1': 0, 'a': 0, 'b': 0} [87s]
  gen   230: best=5.200 mean=3.700 edge=1.00 match=[] nearest=0xFFFF@0.762 | first_match={'a-1': 0, 'a': 0, 'b': 0} [91s]
  gen   240: best=5.200 mean=3.777 edge=1.00 match=[] nearest=0xFFFF@0.762 | first_match={'a-1': 0, 'a': 0, 'b': 0} [95s]
  gen   250: best=5.200 mean=3.829 edge=1.00 match=[] nearest=0xFFFF@0.762 | first_match={'a-1': 0, 'a': 0, 'b': 0} [99s]
  gen   260: best=5.200 mean=3.668 edge=1.00 match=[] nearest=0xFFFF@0.762 | first_match={'a-1': 0, 'a': 0, 'b': 0} [103s]
  gen   270: best=5.181 mean=3.854 edge=1.00 match=[] nearest=0xFFFF@0.688 | first_match={'a-1': 0, 'a': 0, 'b': 0} [107s]
  gen   280: best=5.147 mean=3.858 edge=1.00 match=[] nearest=a|b@0.729 | first_match={'a-1': 0, 'a': 0, 'b': 0} [111s]
